"Name","googleScholarId","title","author","journal","number","cites","year","cid","pubid"
"Kevin O'brien","wbdHe8EAAAAJ","Local people's congresses and governing China","KJ O'Brien","The China Journal","61, 131-141",52,2009,15993457601779314688,"g3aElNc5_aQC"
"Kevin O'brien","wbdHe8EAAAAJ","Institutionalizing Chinese legislatures: Trade-offs between autonomy and capacity","KJ O'Brien, LM Luehrmann","Legislative Studies Quarterly","23 (1), 91-108",52,1998,1.4218855131509e+19,"p__nRnzSRKYC"
"Kevin O'brien","wbdHe8EAAAAJ","The reach of the state: Work units, family ties and 'harmonious demolition'","KJ O'Brien, Y Deng","The China Journal","74, 1-17",49,2015,11471817304080519168,"a3BOlSfXSfwC"
"Kevin O'brien","wbdHe8EAAAAJ","Law and society in the People's Republic of China","NJ Diamant, SB Lubman, KJ O'Brien","Engaging The Law In China: State, Society And Possibilities For Justice","3-27",49,2005,1.11851713176422e+39,"gsN89kCJA0AC"
"Kevin O'brien","wbdHe8EAAAAJ","China's National People's Congress: Reform and its limits","KJ O'Brien","Legislative Studies Quarterly","13 (3), 343-374",48,1988,16786878614283839488,"ILKRHgRFtOwC"
"Kevin O'brien","wbdHe8EAAAAJ","Studying Chinese politics in an age of specialization","KJ O'Brien","Journal Of Contemporary China","20 (71), 535-541",39,2011,2298232327242992128,"k8Z6L05lTy4C"
"Kevin O'brien","wbdHe8EAAAAJ","Preventing protest one person at a time: Psychological coercion and relational repression in China","KJ O'Brien, Y Deng","The China Review","17 (2), 179-201",37,2017,6559457243308562432,"1taIhTC69MYC"
"Kevin O'brien","wbdHe8EAAAAJ","Chinese political reform and the question of 'deputy quality'","KJ O'Brien, L Li","China Information","8 (3), 20-31",36,1993,14343768360908201984,"kuK5TVdYjLIC"
"Kevin O'brien","wbdHe8EAAAAJ","Rural protest","KJ O'Brien","Journal Of Democracy","20 (3), 25-28",33,2009,15819678667241117696,"tuHXwOkdijsC"
"Kevin O'brien","wbdHe8EAAAAJ","Societies of senior citizens and popular protest in rural Zhejiang","Y Deng, KJ O'Brien","The China Journal","71, 172-188",30,2014,8.43348055345024e+37,"e_rmSamDkqQC"
"Kevin O'brien","wbdHe8EAAAAJ","Veterans’ political activism in China","NJ Diamant, KJ O’Brien","Modern China","41 (3), 278-312",24,2015,15983400618498332672,"GtLg2Ama23sC"
"Kevin O'brien","wbdHe8EAAAAJ","Grassroots elections in China","KJ O'Brien, S Zhao","Routledge",NA,23,2011,16922068286491797504,"M7yex6snE4oC"
"Kevin O'brien","wbdHe8EAAAAJ","Is China's National People's Congress a 'conservative' legislature?","KJ O'Brien","Asian Survey","30 (8), 782-794",23,1990,4696040021600349184,"MLfJN-KU85MC"
"Kevin O'brien","wbdHe8EAAAAJ","Legislative development and Chinese political change","KJ O'Brien","Studies In Comparative Communism","22 (1), 57-75",23,1989,1394103196196785664,"lmc2jWPfTJgC"
"Kevin O'brien","wbdHe8EAAAAJ","Bargaining success of Chinese factories","KJ O'Brien","The China Quarterly","132, 1086-1100",21,1992,6891082646826469376,"tYavs44e6CUC"
"Kevin O'brien","wbdHe8EAAAAJ","Contentious veterans: China’s retired officers speak out","KJ O’Brien, NJ Diamant","Armed Forces And Society","41 (3), 563-81",19,2015,7272221307967758336,"5qfkUJPXOUwC"
"Kevin O'brien","wbdHe8EAAAAJ","中国村民委员会组织法的贯彻执行情况探讨","欧博文","社会主义研究","6",17,1994,14916843781335334912,"O3NaXMp0MMsC"
"Kevin O'brien","wbdHe8EAAAAJ","How authoritarian rule works","KJ O'Brien","Modern China","36 (1), 79-86",16,2010,11524604611104155648,"VaXvl8Fpj5cC"
"Kevin O'brien","wbdHe8EAAAAJ","Phantom services: Deflecting migrant workers in China","AT Chan, KJ O’Brien","The China Journal","81, 103-22",15,2019,11927033347243753472,"HGTzPopzzJcC"
"Kevin O'brien","wbdHe8EAAAAJ","Enthusiastic policy implementation and its aftermath: The sudden expansion and contraction of China's microfinance for women programme","Y Deng, KJ O'Brien, J Chen","The China Quarterly","234, 506-526",14,2018,11188841834407489536,"Br1UauaknNIC"
"Kevin O'brien","wbdHe8EAAAAJ","Speaking to theory and speaking to the China field","KJ O'Brien","Issues And Studies","54 (4), 1-11",10,2018,3970184334861737984,"SjuI4pbJlxcC"
"Kevin O'brien","wbdHe8EAAAAJ","Value clashes, power competition and community trust: Why an NGO’s earthquake recovery program faltered in rural China","Y Deng, KJ O’Brien","The Journal Of Peasant Studies","48 (6), 1187-1206",7,2021,9812252778251444224,"mWEH9CqjF64C"
"Kevin O'brien","wbdHe8EAAAAJ","Tactical escalation in rural China","KJ O’Brien, L Li","Etudes Rurales","179, 169-192",7,2007,9.1044543798593e+36,"WZBGuue-350C"
"Kevin O'brien","wbdHe8EAAAAJ","Hunting for political change","KJ O'Brien","The China Journal","41, 159-169",7,1999,4086436024178291200,"kz9GbA2Ns4gC"
"Kevin O'brien","wbdHe8EAAAAJ","China's disaffected insiders","KJ O'Brien","Journal Of Democracy","28 (3), 5-13",6,2017,5995978470991891456,"FiytvqdAVhgC"
"Kevin O'brien","wbdHe8EAAAAJ","Understanding China’s grassroots elections","KJ O’Brien","Grassroots Elections In China",NA,6,2011,9132396003586289664,"S16KYo8Pm5AC"
"Kevin O'brien","wbdHe8EAAAAJ","村民, 选举及公民权","欧博文","香港 “第二届中国大陆村级组织建设学术讨论会",NA,5,2001,5589095012637551616,"ns9cj8rnVeAC"
"Kevin O'brien","wbdHe8EAAAAJ","地方各级人民代表大会与中国治理","欧博文， 隋慧","国外理论动态","44-47",4,2010,5247060443751907328,"lSLTfruPkqcC"
"Kevin O'brien","wbdHe8EAAAAJ","人大代表的作用: 代理人与进谏者","欧博文","复旦政治学评论","1-21",4,2008,2570837196737009664,"fPk4N6BV_jEC"
"Kevin O'brien","wbdHe8EAAAAJ","村民自治: 构想与实践","李连江， 欧博文","两岸基层选举与政治社会变迁》, 台北: 月旦出版社",NA,4,1998,5420803050494849024,"vV6vV6tmYwMC"
"Kevin O'brien","wbdHe8EAAAAJ","Bureaucrat-assisted contention in China","KJ O’Brien, L Li, M Liu","Mobilization: An International Quarterly","25 (SI), 661-674",3,2020,1.6801316202314e+19,"jSAVyFp_754C"
"Kevin O'brien","wbdHe8EAAAAJ","民主之路?——中国村民选举评析","欧博文， 韩荣斌","国外理论动态","59-70",3,2011,8.42561322664747e+37,"NaGl4SEjCO4C"
"Kevin O'brien","wbdHe8EAAAAJ","How grassroots cadres broker land taking in urbanizing China","Y Deng, KJ O'Brien, L Zhang","The Journal Of Peasant Studies","47 (6), 1233-1250",2,2020,2351924427291513856,"IsPWOBWtZBwC"
"Kevin O'brien","wbdHe8EAAAAJ","农村的抗议带头人研究","李连江， 欧博文","载肖唐镖. 群体性事件研究",NA,2,2011,566328254823824384,"dQ2og3OwTAUC"
"Kevin O'brien","wbdHe8EAAAAJ","在党国中纳入民主: 中国的村民选举","欧博文， 李连江","译. Http://Www. Pkuer. Net/Wmkj/Jiaxiang/Ruralchina/","/2/3/55. htm. 2006—06—18",2,2006,2972068474885749760,"RYcK_YlVTxYC"
"Kevin O'brien","wbdHe8EAAAAJ","The National People's Congress: Continuity and change in Chinese legislative politics","KJ O'Brien","Yale University",NA,2,1987,8791463286970787840,"rO6llkc54NcC"
"Kevin O'brien","wbdHe8EAAAAJ","Understanding experimentation and implementation: A case study of China's government transparency policy","J Kim, KJ O'Brien","Asian Survey","61 (4), 591-614",1,2021,1.41644802826594e+39,"QsaTk4IG4EwC"
"Kevin O'brien","wbdHe8EAAAAJ","专业化时代的中国政治学研究","欧博文， 赵新利","国外理论动态","50-56",1,2011,5389248915113619456,"RGFaLdJalmkC"
"Kevin O'brien","wbdHe8EAAAAJ","威权体制是如何运作的?","KJ O’Brien, 马俊亚","开放时代","56-60",1,2009,4.79619331858129e+37,"qUcmZB5y_30C"
"Kevin O'brien","wbdHe8EAAAAJ","完善选举程序和实践: 一些适度的建议","欧博文","上海:“中国",NA,1,2006,15284137302043187200,"738O_yMBCRsC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Patronage and political stability in Africa","LR Arriola","Comparative Political Studies","42 (10), 1339-1362",497,2009,5535921590513793024,"u5HHmVD_uO8C"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Multiethnic Coalitions in Africa: Business Financing of Opposition Election Campaigns","LR Arriola","Cambridge University Press",NA,306,2013,4.02431453987272e+37,"UeHWp8X0CEIC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Ethnic politics and women's empowerment in Africa: Ministerial appointments to executive cabinets","LR Arriola, MC Johnson","American Journal Of Political Science","58 (2), 495-510",129,2014,7698005711954804736,"Y0pCki6q_DkC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Capital and Opposition in Africa: Coalition Building in Multiethnic Societies","LR Arriola","World Politics","65 (02), 233-272",98,2013,1.78505040677011e+38,"zYLM7Y9cAGgC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Ethiopia: The 100% Election","LR Arriola, T Lyons","Journal Of Democracy","27 (1), 76-88",83,2016,1.06439054612513e+38,"UebtZRa9Y70C"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Ethnicity, Economic Conditions, and Opposition Support: Evidence from Ethiopia's 2005 Elections","LR Arriola","Northeast African Studies","10 (1), 115-144",59,2008,6147734354399233024,"u-x6o8ySG0sC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Protesting and policing in a multiethnic authoritarian state: evidence from Ethiopia","LR Arriola","Comparative Politics","45 (2), 147-168",56,2013,12809343026594127872,"IjCSPb-OGe4C"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Transparency in qualitative research: An overview of key findings and implications of the deliberations","AM Jacobs, T Buthe, AM Arjona, LR Arriola, E Bellin, A Bennett, ...","Perspectives On Politics",NA,36,2020,3.2593822515211e+93,"mVmsd5A6BfQC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Ethnic marginalization and (non) compliance in public health emergencies","LR Arriola, AN Grossman","The Journal Of Politics","83 (3), 807-820",21,2021,1.417107181526e+19,"QIV2ME_5wuYC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Democratic subversion: Elite cooptation and opposition fragmentation","LR Arriola, J DeVaro, A Meng","American Political Science Review","115 (4), 1358-1372",18,2021,1.69413165795292e+57,"bEWYMUwI8FkC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","The Ethiopian voter: An assessment of economic and ethnic influences with survey data","LR Arriola","International Journal Of Ethiopian Studies","73-90",18,2007,1.80250609217597e+37,"2osOgNQ5qMEC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Paying to party: Candidate resources and party switching in new democracies","LR Arriola, DD Choi, JM Davis, ML Phillips, L Rakner","Party Politics","1354068821989563",9,2021,6.45824481702978e+37,"hFOr9nPyWt4C"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Countries at the Crossroads 2011–Ethiopia","LR Arriola","Freedom House",NA,7,2011,8.79200088348851e+37,"Wp0gIr-vW9MC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Policing Institutions and Post-Conflict Peace","LR Arriola, DA Dow, AM Matanock, M Mattes","Journal Of Conflict Resolution","65 (10), 1738-1763",3,2021,11743186955145641984,"mB3voiENLucC"
"Leonardo R. Arriola","zZVlQhUAAAAJ","Financial Institutions: Economic Liberalisation, Credit and Opposition Party Successes","LR Arriola","Institutions And Democracy In Africa: How The Rules Of The Game Shape …",NA,3,2018,1.86095413450553e+37,"3fE2CSJIrl8C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Islam and authoritarianism","MS Fish","World Politics","55 (1), 4-37",1024,2002,1308557483857843968,"u5HHmVD_uO8C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Conceptualizing and measuring democracy: A new approach","M Coppedge, J Gerring, D Altman, M Bernhard, S Fish, A Hicken, ...","Perspectives On Politics","9 (2), 247-267",785,2011,18281797870056261632,"eJXPG6dFmWUC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Democracy derailed in Russia: The failure of open politics","MS Fish","Cambridge University Press",NA,744,2005,6088183571238435840,"d1gkVwhDpl0C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Democracy from scratch","MS Fish","Princeton University Press",NA,547,1996,15885857252898531328,"Y0pCki6q_DkC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Stronger legislatures, stronger democracies","MS Fish","Journal Of Democracy","17 (1), 5-20",450,2006,8857146930166732800,"2osOgNQ5qMEC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The determinants of economic reform in the post-communist world","MS Fish","East European Politics And Societies","12 (01), 31-78",428,1998,2287473033650726656,"9yKSN-GCB0IC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The handbook of national legislatures: A global survey","MS Fish, M Kroenig","Cambridge University Press",NA,391,2009,2659284680571755008,"qjMakFHDy7sC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Are Muslims distinctive?: A look at the evidence","MS Fish","Oxford University Press",NA,222,2011,5883634015370484736,"LkGwnXOMwfcC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Does diversity hurt democracy?","MS Fish, RS Brooks","Journal Of Democracy","15 (1), 154-166",215,2004,4054827525704329728,"UeHWp8X0CEIC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Postcommunism and the Theory of Democracy","RD Anderson, MS Fish, SE Hanson, PG Roeder","Postcommunism And The Theory Of Democracy",NA,155,2021,6038688482884250624,"sSrBHYA8nusC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Mongolia: democracy without prerequisites","MS Fish","Journal Of Democracy","9 (3), 127-141",147,1998,12815396727848095744,"eQOLeE2rZwMC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The dynamics of democratic erosion","MS Fish","Postcommunism And The Theory Of Democracy","69",144,2001,1490925761988043520,"zYLM7Y9cAGgC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Postcommunist subversion: Social science and democratization in East Europe and Eurasia","MS Fish","Slavic Review","58 (4), 794-823",137,1999,10205880403918790656,"YsMSGLbcyi4C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Rethinking civil society: Russia's fourth transition","MS Fish","Journal Of Democracy","5 (3), 31-42",131,1994,8582539351694284800,"Tyk-4Ss8FVUC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Democratization's requisites: the postcommunist experience","MS Fish","Post-Soviet Affairs","14 (3), 212-247",119,1998,14628088445839628288,"IjCSPb-OGe4C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The executive deception: superpresidentialism and the degradation of Russian politics","MS Fish","Building The Russian State","177-192",118,2018,1.8187636726307e+19,"WF5omc3nYNoC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The Advent of Multipartism in Russia, 1993-95","MS Fish","Post-Soviet Affairs","11 (4), 340-383",114,1995,5969804500598189056,"W7OEmFMy1HYC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The art of being indispensable: noncharismatic personalism in contemporary political parties","CK Ansell, MS Fish","Comparative Political Studies","32 (3), 283-312",105,1999,17945492669779628032,"ufrVoPGSRksC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The Inner Asian anomaly: Mongolia’s democratization in comparative perspective","MS Fish","Communist And Post-Communist Studies","34 (3), 323-338",104,2001,4589226000482489344,"roLk4NBRz8UC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Democratization and economic liberalization in the postcommunist world","MS Fish, O Choudhry","Comparative Political Studies","40 (3), 254-282",95,2007,8763051283262773248,"Se3iqnhoufwC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Indonesia: The benefits of civic engagement","DN Lussier, MS Fish","Journal Of Democracy","23 (1), 70-84",79,2012,12161906853937334272,"M3ejUd6NZC8C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The End of Merciarism","MS Fish","Eastern European Constitutional Review","8, 47",71,1999,3242058816437793280,"_FxGoFyzp5QC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Diversity, conflict and democracy: Some evidence from Eurasia and East Europe","M Steven Fish, M Kroenig","Democratization","13 (5), 828-842",70,2006,2093555675046564864,"pyW8ca7W8N0C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The pitfalls of Russian superpresidentialism","MS Fish","Current History","96 (612), 326",66,1997,7858990564588903424,"hqOjcs7Dif8C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Islam and large-scale political violence: Is there a connection?","MS Fish, FR Jensenius, KE Michel","Comparative Political Studies","43 (11), 1327-1362",58,2010,15487033900145600512,"_kc_bZDykSQC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The Kremlin emboldened: what is Putinism?","MS Fish","Journal Of Democracy","28 (4), 61-75",57,2017,18033957960552218624,"738O_yMBCRsC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Ten Years After the Soviet Breakup: Putin's Path","MS Fish","Journal Of Democracy","12 (4), 71-78",54,2001,10968162894003437568,"UebtZRa9Y70C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","When more is less: Superexecutive power and political underdevelopment in Russia","MS Fish","Russia In The New Century","15-34",52,2018,10829527642036686848,"D_sINldO8mEC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The emergence of independent associations and the transformation of Russian political society","S Fish","Journal Of Communist Studies","7 (3), 299-334",43,1991,16284286759759206400,"dTyEYWd-f8wC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Bulgarian democracy's organizational weapon","MS Fish, RS Brooks","Eastern European Constitutional Review","9, 63",33,2000,5991898989634994176,"5nxA0vEk-isC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Failed democratization","MS Fish, J Wittenberg, CW Haerpfer","Democratization","249-265",32,2009,7692354722608953344,"3fE2CSJIrl8C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","The predicament of Russian liberalism: evidence from the December 1995 parliamentary elections","MS Fish","Europe-Asia Studies","49 (2), 191-220",32,1997,9813661478722568192,"0EnyYjriUFMC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Conclusion: Democracy and Russian Politics","MS Fish","Russian Politics: Challenges Of Democratization","215-251",31,2001,5146053521538134016,"dfsIfKJdRG4C"
"M. Steven Fish","wRBH-rEAAAAJ&hl","What Has Russia Become?","MS Fish","Comparative Politics","50 (3), 327-346",25,2018,494265624180261696,"eflP2zaiRacC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Men, Muslims, and attitudes toward gender inequality","DN Lussier, MS Fish","Politics And Religion","9 (1), 29-60",23,2016,9412423688532441088,"2P1L_qKh6hAC"
"M. Steven Fish","wRBH-rEAAAAJ&hl","Creative Constitutions: How Do Parliamentary Powers Shape the Electoral Arena","MS Fish","Electoral Authoritarianism: The Dynamics Of Unfree Competition","181-97",23,2006,1778295004682206464,"Zph67rFs4hoC"
